epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.10772138833999634,0.0010000000474974513,6.1231184005737305,0.09928178787231445,5.844295024871826
1,0.13604769110679626,0.0010000000474974513,5.437802314758301,0.1096324473619461,5.634796619415283
2,0.1530609279870987,0.0010000000474974513,5.044209957122803,0.11765948683023453,5.586398124694824
3,0.16303621232509613,0.0010000000474974513,4.703402042388916,0.11575834453105927,5.583768844604492
4,0.1673985719680786,0.0010000000474974513,4.4528961181640625,0.11787072569131851,5.5998311042785645
5,0.17190635204315186,0.0010000000474974513,4.258054256439209,0.11491338908672333,5.660080432891846
6,0.19892394542694092,0.0005000000237487257,3.9019594192504883,0.1153358668088913,5.723394393920898
7,0.20729969441890717,0.0005000000237487257,3.7760207653045654,0.11554710566997528,5.790980339050293
8,0.23039115965366364,0.0002500000118743628,3.5603058338165283,0.1125897765159607,5.854826927185059
